Fri Dec 23 13:25:21 2022 -- New position of the end effector: x = 0.016045, z = 0.000000
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.427530, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.831964, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.420125, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.469352, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.522434, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.395102, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.300801, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.455773, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.225308, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.275928, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.441499, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.581450, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.587132, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.110023, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.336371, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.199418, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.127458, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.480294, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.541389, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.165143, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.216512, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.508160, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.536159, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.357471, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.358023, z = 2.806007
Fri Dec 23 13:26:59 2022 -- New position of the end effector: x = 6.128390, z = 2.806007
Fri Dec 23 13:27:00 2022 -- New position of the end effector: x = 6.180861, z = 2.806007
Fri Dec 23 13:27:00 2022 -- New position of the end effector: x = 6.379488, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.076000, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.070008, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.927455, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.067397, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.791252, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.909965, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.150287, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.174378, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.256252, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.874144, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.940001, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.093068, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.710227, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.957304, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.019092, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.004279, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.991398, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.580734, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.764600, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.922544, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 6.006539, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.532014, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.561460, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.919060, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.931070, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.812364, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.497775, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.593356, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.582777, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.776054, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.713822, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.552524, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.532599, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.762187, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.487424, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.801549, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.746333, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.262040, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.560709, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.489438, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.358014, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.620844, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.446385, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.649302, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.310180, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.418195, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.631076, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.309732, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.514821, z = 2.806007
Fri Dec 23 13:27:01 2022 -- New position of the end effector: x = 5.117025, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.136876, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.553384, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.395093, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.040577, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.132979, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.136013, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.271759, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.167250, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.409918, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.319546, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.123785, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.360896, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.120099, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.161711, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.309604, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.917417, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.228831, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.272528, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.137589, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.178471, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.807407, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.760341, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.955403, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.898376, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 5.132471, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.940065, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.979196, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.867128, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.813911, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.841902, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.745148, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.945358, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.823976, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.734161, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.836704, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.596110, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.495915, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.467731, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.769420, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.467429, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.850806, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.685482, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.632242, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.447700, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.475452, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.624978, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.476697, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.708541, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.422493, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.467584, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.653619, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.276121, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.479960, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.288461, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.631267, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.235515, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.498367, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.386682, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.306567, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.508536, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.219223, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.205781, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.085235, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.209954, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.275620, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.207075, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.244886, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.079061, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.354610, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.327237, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.997085, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.262715, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.217761, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.275090, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.987050, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.993196, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.197157, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.173844, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.014506, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.801260, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.909133, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.964383, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.931235, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.780936, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.756695, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.762623, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.870897, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 4.024343, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.840708, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.880487, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.880101, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.715847, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.706358, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.900537, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.769172, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.630860, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.563861, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.881516, z = 2.806007
Fri Dec 23 13:27:02 2022 -- New position of the end effector: x = 3.710557, z = 2.806007
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.710557, z = 2.916353
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.568473, z = 2.916353
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.729239, z = 2.916353
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.473991, z = 2.916353
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.473991, z = 2.903866
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.473991, z = 2.640177
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.595140, z = 2.640177
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.493109, z = 2.640177
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.493109, z = 2.747694
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.696702, z = 2.747694
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.696702, z = 2.654747
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.696702, z = 2.671693
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.446582, z = 2.671693
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.426212, z = 2.671693
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.426212, z = 2.834796
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.518070, z = 2.834796
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.518070, z = 2.685119
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.518070, z = 2.665508
Fri Dec 23 13:27:03 2022 -- New position of the end effector: x = 3.509296, z = 2.665508
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.612129, z = 2.665508
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.612129, z = 2.545515
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.396804, z = 2.545515
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.527831, z = 2.545515
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.527831, z = 2.610465
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.598938, z = 2.610465
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.598938, z = 2.549554
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.598938, z = 2.575779
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.482326, z = 2.575779
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.482326, z = 2.696578
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.395174, z = 2.696578
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.299189, z = 2.696578
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.299189, z = 2.463966
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.334290, z = 2.463966
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.514763, z = 2.463966
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.514763, z = 2.539251
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.347737, z = 2.539251
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.347737, z = 2.472152
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.347737, z = 2.495640
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.347737, z = 2.573242
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.347737, z = 2.491266
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.255586, z = 2.491266
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.250395, z = 2.491266
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.250395, z = 2.424487
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.291976, z = 2.424487
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.407875, z = 2.424487
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.407875, z = 2.338218
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.136019, z = 2.338218
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.230086, z = 2.338218
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.138381, z = 2.338218
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.138381, z = 2.404601
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.404601
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.311677
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.437687
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.501758
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.342333
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.432797
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.222412
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.361985
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.256781
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.258278
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.328790
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.263685
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.102513, z = 2.257923
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.228105, z = 2.257923
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.257923
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.181954
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.269090
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.147324
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.273910
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.120349
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.153488
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.135867, z = 2.149662
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.057797, z = 2.149662
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.057797, z = 2.083046
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.285960, z = 2.083046
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.285960, z = 2.088225
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.133323, z = 2.088225
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.133323, z = 2.049240
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.133323, z = 1.985613
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.155629, z = 1.985613
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.155629, z = 2.066778
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.155629, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.018491, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.967336, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.124345, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.077391, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.011403, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.039637, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.049275, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.837756, z = 2.036415
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.837756, z = 2.079100
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.837756, z = 1.905091
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.837756, z = 2.017548
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.837756, z = 1.882111
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.837756, z = 1.969744
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 3.076886, z = 1.969744
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.935357, z = 1.969744
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.810432, z = 1.969744
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.810432, z = 1.894262
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.934633, z = 1.894262
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.924759, z = 1.894262
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.924759, z = 1.879035
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.767901, z = 1.879035
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.767901, z = 1.926319
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.814361, z = 1.926319
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.745496, z = 1.926319
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.745496, z = 1.805458
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.906949, z = 1.805458
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.906949, z = 1.927811
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.906949, z = 1.770393
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.840488, z = 1.770393
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.779017, z = 1.770393
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.719318, z = 1.770393
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.719318, z = 1.888967
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.719318, z = 1.798550
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.701290, z = 1.798550
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.845052, z = 1.798550
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.845052, z = 1.745468
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.631737, z = 1.745468
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.731665, z = 1.745468
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.717203, z = 1.745468
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.717203, z = 1.762356
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.695024, z = 1.762356
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.541394, z = 1.762356
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.541394, z = 1.789117
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.541394, z = 1.657184
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.541394, z = 1.707522
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.541394, z = 1.725363
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.539300, z = 1.725363
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.610844, z = 1.725363
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.738577, z = 1.725363
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.738577, z = 1.638887
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.738577, z = 1.655549
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.738577, z = 1.651034
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.738577, z = 1.607180
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.525813, z = 1.607180
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.525813, z = 1.559418
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.506116, z = 1.559418
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.604311, z = 1.559418
Fri Dec 23 13:27:04 2022 -- New position of the end effector: x = 2.630898, z = 1.559418
